uuid,ordering,Trefwoord,Titel,Beschrijving,Trefwoord (en),Titel (en),Beschrijving (en),Afbeelding,spacer,Afbeelding url,Linked media-uuid,Linked media-name,Linked media-folder,Linked media-filesize,Linked media-mimetype,Record notes-uuid,Record notes-modified_by-uuid,Record notes-modified_by-username,Record notes-modified_by-displayname,Record notes-modified_by-email,Record notes-modified_by-active,Record notes-modified_by-admin,Record notes-modified_time,Record notes-veldnaam,Record notes-notes
ae1ee599-e9cc-f5cd-fd36-1928117575cb,,waterweg,Waterweg,Foto's van water dat één bepaalde richting op stroomt / grachten en/of kanalen / rivieren en/of beekjes,riverway,Riverway,"Flow of water, also includes natural flow of water rivers.",NL-HlmNHA_1478_03065_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/a3e88047-cd38-f78e-8a9e-a186e3fbbafb.jpg,a3e88047-cd38-f78e-8a9e-a186e3fbbafb,NL-HlmNHA_1478_03065_G,f6544ecd-63f7-1f8f-5fef-0e8037258f2b,91595,image/jp2,,,,,,,,,,
b020c660-15d6-f348-e506-e5ef93f721b0,,aula,Aula,"Gebouw of zaal voor toespraken en lezingen, met of zonder toeschouwers. Heeft mogelijk overeenkomsten met het label 'toespraak'",auditorium,Auditorium,"Public building (used for speeches, performances) with seated audience. Pictures with and without audiences. Overlap with categories `conference room` and `speech'",NL-HlmNHA_1478_2725.jpg,,https://images.memorix.nl/ranh/thumb/500x500/1bebb225-1512-71d2-30bc-d1e0c5710df9.jpg,1bebb225-1512-71d2-30bc-d1e0c5710df9,NL-HlmNHA_1478_2725,9e978c19-59c7-a64a-797c-6ed0775e2d79,45531,image/jp2,,,,,,,,,,
b489c7cd-763e-aee3-dc8b-1d569d3370cb,,dansende_mensen,Dansende mensen,"Mensen die dansen, samen of solo. Heeft mogelijk overeenkomsten met het label 'muziek_optreden'",dancing,Dancing,People dancing,NL-HlmNHA_1478_08557_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/ff471e7c-8a42-a6eb-a1b8-cc2944d6dcce.jpg,ff471e7c-8a42-a6eb-a1b8-cc2944d6dcce,NL-HlmNHA_1478_08557_G,9ad574f7-8b8a-14ce-2cbb-2b275a0b759d,92040,image/jp2,,,,,,,,,,
b947e023-e209-e38d-f64f-12e82a83a036,,zwaan,Zwaan,Foto's waarin één zwaan of meerdere zwanen centraal staan,swan,Swan,,NL-HlmNHA_1478_08028_G,,https://images.memorix.nl/ranh/thumb/500x500/172a71e2-ff77-540e-2aa9-4fa6766dbbfa.jpg,172a71e2-ff77-540e-2aa9-4fa6766dbbfa,NL-HlmNHA_1478_08028_G,c3f350c6-286d-76ab-5d7c-5b4905ace4f6,90928,image/jp2,,,,,,,,,,
bdc7a6c2-432f-cb2c-de8f-275265effcdc,,woonwijk,Woonwijk,Foto's van een huizenblok / foto's waarin meerdere woningen centraal staan. Heeft mogelijk overeenkomsten met het label 'straat',residential_area,Residential area,,NL-HlmNHA_1478_5292,,https://images.memorix.nl/ranh/thumb/500x500/15dbbf64-3e12-cc99-c49f-e64949e2676a.jpg,15dbbf64-3e12-cc99-c49f-e64949e2676a,NL-HlmNHA_1478_5292,d4a2c0bc-0c05-ac32-9659-b2c79dc12c23,71381,image/jp2,,,,,,,,,,
c03a348c-5ae9-5eae-89ba-24bacfa46cba,,volleybal,Volleybal,Foto's van mensen die volleybal spelen,volleyball,Volleyball,Pictures of people playing volley ball,NL-HlmNHA_1478_07884_01_G,,https://images.memorix.nl/ranh/thumb/500x500/ce080233-ad31-bcc8-81bd-c390212ac769.jpg,ce080233-ad31-bcc8-81bd-c390212ac769,NL-HlmNHA_1478_07884_01_G,14d66c66-8370-ec33-a491-1459d8bcdd43,88921,image/jp2,,,,,,,,,,
c047f6be-4061-8fec-7cd0-20b7bffa2c2e,,trein,Trein,Foto's waarin een trein centraal staat. Mogelijk overeenkomsten met het label 'trein_station' of 'trein_ongeluk',train,Train,Pictures of trains. Overlap with train station,NL-HlmNHA_1478_09009_G,,https://images.memorix.nl/ranh/thumb/500x500/84d6ff82-21b0-5027-a8b6-6acb6e0a23fa.jpg,84d6ff82-21b0-5027-a8b6-6acb6e0a23fa,NL-HlmNHA_1478_09009_G,4298ca47-8a84-aff3-b859-66a8fe56df28,91483,image/jp2,,,,,,,,,,
c3cd755d-34c8-d31c-072d-02b34142daba,,kamperen,Kamperen,Foto's van een camping of mensen die aan het kamperen zijn,camping,Camping,people camping,NL-HlmNHA_1478_02038K01_29,,https://images.memorix.nl/ranh/thumb/500x500/ff359186-9fde-c57d-fe05-e29b9b88af2c.jpg,ff359186-9fde-c57d-fe05-e29b9b88af2c,NL-HlmNHA_1478_02038K01_29,467ab951-bc12-77cf-8829-07b1bb8c6e03,100523,image/jp2,,,,,,,,,,
c4db0acb-a485-a644-581f-ef8e352c3236,,voetbal,Voetbal,Foto's van mensen die buiten voetbal spelen. Heeft mogelijk overeenkomsten met het label 'zaalvoetbal',soccer,Soccer,people playing soccer,NL-HlmNHA_1478_04951_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/a2523318-1747-546e-4092-4c554cf7ae2e.jpg,a2523318-1747-546e-4092-4c554cf7ae2e,NL-HlmNHA_1478_04951_G,ffa823b2-53c7-470f-3a22-e80248da5677,93095,image/jp2,,,,,,,,,,
c5928baa-18f2-c179-98d9-d9a6fcda7f98,,begraafplaats,Begraafplaats,"Foto's van een begraafplaats. Graven, grafstenen en/of gedenktekens staan centraal. Heeft mogelijk overeenkomsten met het label 'begrafenis'",cemetery,Cemetery,"not active burial > the site. Pictures taken of a cemetery. Important element includes tombs, or tomb stones. ",NL-HlmNHA_1478_03269_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/692f88d0-e8f9-dbfd-4fdf-967b74159e7f.jpg,692f88d0-e8f9-dbfd-4fdf-967b74159e7f,NL-HlmNHA_1478_03269_G,70d40864-bad3-05b2-1483-edbee654c519,92436,image/jp2,,,,,,,,,,
c5d5be73-6728-d8d2-2487-788fca9a3138,,hardlopen,Hardlopen,Mensen die rennen en/of joggen in sportkleren,running,Running,People running in a sports event,NL-HlmNHA_1478_03457_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/cc0e62d7-29df-95b4-c02d-d583992d06ca.jpg,cc0e62d7-29df-95b4-c02d-d583992d06ca,NL-HlmNHA_1478_03457_G,82ca3737-d2b0-d86b-beba-a21bbb876512,90695,image/jp2,,,,,,,,,,
c5dbd797-e798-e24d-b0d6-e57f7c907d38,,visserij,Visserij,Foto's van vissers / viskwekerij / hengelsport / visboten,fishery,Fishery,Pictures of fishing industry,NL-HlmNHA_1478_04495_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/95ef3301-9073-a6ba-9cb1-34b8aee0ee55.jpg,95ef3301-9073-a6ba-9cb1-34b8aee0ee55,NL-HlmNHA_1478_04495_G,121d78cd-40c0-287f-1796-61b066e69979,91450,image/jp2,,,,,,,,,,
c72acb29-8c2b-28f0-376c-bcc717573275,,race,Race,Foto's van een racebaan / circuit met raceauto's. Let op: 'zeepkistenrace' heeft een eigen label,autorace,Autorace,Pictures taken on racecourse.,NL-HlmNHA_1478_6698,,https://images.memorix.nl/ranh/thumb/500x500/6e30ca23-1e63-2f3e-b65f-3d998015b43c.jpg,6e30ca23-1e63-2f3e-b65f-3d998015b43c,NL-HlmNHA_1478_6698,0ad2a979-0c32-ea82-f4bc-fb0bbba58397,65856,image/jp2,,,,,,,,,,
c7d7de0a-1aad-64b8-4208-0d188cacef9d,,kerk_buiten,Kerk buiten,Buitenkant van een kerk,church_outdoor,Church outdoor,a picture taken of the outside of a church,NL-HlmNHA_1478_2612,,https://images.memorix.nl/ranh/thumb/500x500/ecf29275-9946-ea04-987c-13016fb37a15.jpg,ecf29275-9946-ea04-987c-13016fb37a15,NL-HlmNHA_1478_2612,9415b72a-0845-a7da-7f69-6b3b4e87ff28,74913,image/jp2,,,,,,,,,,
c8f3165d-24eb-f48f-f57b-71695fef0494,,basketbal_korfbal,Basketbal korfbal,Mensen die basketbal of korfbal spelen,basketball,Basketball,People playing basketball or korf ball,NL-HlmNHA_1478_09289_01_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/56a7a530-0604-5783-8c11-383aadaebad3.jpg,56a7a530-0604-5783-8c11-383aadaebad3,NL-HlmNHA_1478_09289_01_G,75806bc4-c7ac-6913-38e1-320a08ed374c,171214,image/jp2,,,,,,,,,,
cada4aaf-64c9-ac97-e443-be2eccb7f895,,etalage,Etalage,"Aanzicht van een winkel waarbij achter het raam producten zijn uitgestald / producten achter een winkelruit. Heeft mogelijk overeenkomsten met de labels 'winkelstraat', 'bakkerij', 'slagerij', 'winkel'",shop_front,Shop front,picture of a shopfront,NL-HlmNHA_1478_04960_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/f9d38add-0f0d-bbe4-5071-1aa14bf6231a.jpg,f9d38add-0f0d-bbe4-5071-1aa14bf6231a,NL-HlmNHA_1478_04960_G,99092b7c-d43a-1ebd-da0a-b86697c67578,91125,image/jp2,,,,,,,,,,
caf0c391-4402-4ce1-f102-dde61dace211,,luchtfoto,Luchtfoto,"Foto's van bovenaf en vanuit de lucht / vanuit een vliegtuig geschoten (vogelperspectief), meestal van een (stads)landschap",aerial,Aerial,Picture with an aerial perspective,NL-HlmNHA_1478_5279,,https://images.memorix.nl/ranh/thumb/500x500/42454e1c-babe-6cf7-c54c-7c9303674361.jpg,42454e1c-babe-6cf7-c54c-7c9303674361,NL-HlmNHA_1478_5279,a3773dc9-a930-5739-24be-dd0d0847c985,119933,image/jp2,,,,,,,,,,
cfbf5531-d0fc-a346-8b1c-4121aca9a784,,borden_gevelsteen,Borden gevelsteen,"Foto's waarin bewegwijzering en/of andersoortige straatborden, informatieborden, plakaten en/of gevelstenen centraal staan",sign_post,Sign post,Focus on a sign/plaque,NL-HlmNHA_1478_20125K01_24.jpg,,https://images.memorix.nl/ranh/thumb/500x500/062f5832-36fe-c89c-f677-35524710e5d2.jpg,062f5832-36fe-c89c-f677-35524710e5d2,NL-HlmNHA_1478_20125K01_24,801ff5e6-9b7a-8968-ca3d-a32f470055e7,178750,image/jp2,,,,,,,,,,
d23c3f12-ef4a-fca2-d08f-0761851e75cd,,vechtsport,Vechtsport,Foto’s van mensen die een vechtsport beoefenen. Betreft niet foto’s die onder het label 'boksen' vallen,martial arts,Martial Arts,,NL-HlmNHA_1478_26661K00_05,,https://images.memorix.nl/ranh/thumb/500x500/6475c211-b017-0703-fd26-25491e555a43.jpg,6475c211-b017-0703-fd26-25491e555a43,NL-HlmNHA_1478_26661K00_05,a9b849a9-1ab8-4809-8beb-364b004f5cd5,131711,image/jp2,,,,,,,,,,
d42cc1d4-f396-c952-73bf-678f74fd7fd6,,koe,Koe,Foto's waarin een koe of meerdere koeien centraal staan,cow,Cow,,NL-HlmNHA_1478_5113,,https://images.memorix.nl/ranh/thumb/500x500/565e5347-78fa-90af-d88f-907e4149864f.jpg,565e5347-78fa-90af-d88f-907e4149864f,NL-HlmNHA_1478_5113,b0ea8de1-2f63-b954-f63e-ecfc7316d229,38582,image/jp2,,,,,,,,,,
d454f996-fd20-a1c2-16a8-3a0d7acd47b7,,straat,Straat,"Foto's van een straat, met of zonder mensen. Heeft mogelijk overeenkomsten met de labels 'winkelstraat', 'woonwijk'",street,Street,Depicting street sceneries.,NL-HlmNHA_1478_3452.jpg,,https://images.memorix.nl/ranh/thumb/500x500/335bf23d-cb90-2fb0-efa2-7215d2debc8f.jpg,335bf23d-cb90-2fb0-efa2-7215d2debc8f,NL-HlmNHA_1478_3452,176c0e92-8ec2-000e-dda8-948569eff937,75621,image/jp2,,,,,,,,,,
d5618bae-755d-e676-951b-5c23f96607e7,,bus_truck,Bus truck,Foto's waarin een zwaar voertuig zoals een bus of vrachtwagen centraal staat. Ook een tractor valt hieronder.,bus_truck,Bus truck,Pictures of a bus or truck,NL-HlmNHA_1478_4942.jpg,,https://images.memorix.nl/ranh/thumb/500x500/bc2e218c-032a-9d90-e2ea-a9d9aeb37d8e.jpg,bc2e218c-032a-9d90-e2ea-a9d9aeb37d8e,NL-HlmNHA_1478_4942,37991e29-2164-7a93-df8e-c6470cda8b42,38463,image/jp2,,,,,,,,,,
d5a80a03-d4c9-079d-407e-429bb38fe5d0,,akker,Akker,"Mensen werkend op een akker / (akker)gewassen / boeren-, bouw- en/of weiland / agrarisch landschap / platteland",farm_field,Farm field,People working in farm fields/pictures of crops/farm fields,NL-HlmNHA_1478_03467_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/ad95f902-1912-37ae-27e9-bdafdc153d06.jpg,ad95f902-1912-37ae-27e9-bdafdc153d06,NL-HlmNHA_1478_03467_G,ecb92f9d-b701-19a0-5534-25600ae29184,91567,image/jp2,,,,,,,,,,
d818ce63-45c9-31a8-3ee5-7b24db86536d,,bakkerij,Bakkerij,Binnen- of buitenkant van een bakkerswinkel / broodbakken / etalage van een bakkerij. Ook het presenteren van taarten binnen en buiten. Heeft mogelijk overeenkomsten met het label 'keuken' / 'etalage',bakery,Bakery,"Photos inside bakery, baking bread, presenting bread indoor/outdoors",NL-HlmNHA_1478_3899.jpg,,https://images.memorix.nl/ranh/thumb/500x500/0f51f311-5a19-fa53-45ce-525a53abd965.jpg,0f51f311-5a19-fa53-45ce-525a53abd965,NL-HlmNHA_1478_3899,734207b8-7b52-febc-06a7-25e9eabeadf8,35293,image/jp2,,,,,,,,,,
d984e757-c661-3bf1-c480-e21b97f7078d,,schaken_dammen,Schaken dammen,Mensen die schaken en/of mensen die dammen / schaakspelen / schaaksport / damspelen / damsport,chess_checkers,Chess checkers,People playing either chess or checkers,NL-HlmNHA_1478_02678_G,,https://images.memorix.nl/ranh/thumb/500x500/9b2e4d7a-02c6-0e66-05d1-1365417e2d35.jpg,9b2e4d7a-02c6-0e66-05d1-1365417e2d35,NL-HlmNHA_1478_02678_G,4ebbb327-0205-05f7-66e5-4979e1b29828,91874,image/jp2,,,,,,,,,,
dc1a1f0b-9c28-29ed-e798-195e5d3f07aa,,bibliotheek_boekwinkel,Bibliotheek boekwinkel,Binnenkant van een bibliotheek of boekwinkel / boekenplanken en/of boekentafels / lezende mensen in een daarvoor bestemde binnenruimte,bookstore_library,Bookstore library,The pictures feature rows of books and/or people reading.,NL-HlmNHA_1478_5669,,https://images.memorix.nl/ranh/thumb/500x500/a5227b66-8e39-251f-f9e8-a1aadcfc5260.jpg,a5227b66-8e39-251f-f9e8-a1aadcfc5260,NL-HlmNHA_1478_5669,6731f9c2-6878-b69f-38df-b146142e4165,38204,image/jp2,,,,,,,,,,
dd91e0e9-76cd-a126-68cb-962cd6a64696,,vogels,Vogels,Foto’s van vogels. Betreft niet foto’s die onder het label 'eend' en 'zwaan',,,,NL-HlmNHA_1478_48046K00_03,,https://images.memorix.nl/ranh/thumb/500x500/66bb98e1-ad02-b108-451a-edf3074bd54e.jpg,66bb98e1-ad02-b108-451a-edf3074bd54e,NL-HlmNHA_1478_48046K00_03,a9b849a9-1ab8-4809-8beb-364b004f5cd5,132200,image/jp2,,,,,,,,,,
dfda4e8b-b37e-63e8-7cd9-c560d66fe841,,muziek_optreden,Muziek optreden,Mensen die muziek maken / een instrument bespelen voor publiek. Heeft mogelijk overeenkomsten met het label 'dansende_mensen',musical_performance,Musical performance,People performing music,NL-HlmNHA_1478_2489.jpg,,https://images.memorix.nl/ranh/thumb/500x500/3fb2d405-7743-1a70-bfb3-6df0f2c1c788.jpg,3fb2d405-7743-1a70-bfb3-6df0f2c1c788,NL-HlmNHA_1478_2489,f34b36fa-106c-5524-bfba-2e47b6e3c37d,72549,image/jp2,,,,,,,,,,
e119f947-9a96-32da-27b3-ed3fdd0bd681,,paard,Paard,Foto's waarin een paard of meerdere paarden centraal staan,horse,Horse,,NL-HlmNHA_1478_3527,,https://images.memorix.nl/ranh/thumb/500x500/7785735b-4447-7e96-6a25-4bce2544d194.jpg,7785735b-4447-7e96-6a25-4bce2544d194,NL-HlmNHA_1478_3527,8dbc1e0a-2ccf-6bbb-6b77-121c1cec61b2,39335,image/jp2,,,,,,,,,,
e15f3c52-5da4-d870-00e8-a29b1f5045af,,tentoonstelling,Tentoonstelling,"Ruimte waarin één kunstwerk of meerdere kunstwerken gepresenteerd worden, al dan niet met mensen",exhibition,Exhibition,Room with artwork(s) and people.,NL-HlmNHA_1478_2107.jpg,,https://images.memorix.nl/ranh/thumb/500x500/8ce83d16-2834-1748-a3b9-dff6a5a72426.jpg,8ce83d16-2834-1748-a3b9-dff6a5a72426,NL-HlmNHA_1478_2107,a898c212-09a7-57a5-329b-36f48566ab9b,67317,image/jp2,,,,,,,,,,
e341a269-94d7-9fcf-2d5a-6d03f4b66392,,voetbal_team,Voetbal team,Groepsportret van een voetbalelftal poserend voor de foto,soccer_team,Soccer team,Portrait of soccer team,NL-HlmNHA_1478_01613_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/732a7105-8d15-d118-5f14-f73963788101.jpg,732a7105-8d15-d118-5f14-f73963788101,NL-HlmNHA_1478_01613_G,2e8d77b9-673d-dfaa-8442-f9aebfa8979a,90789,image/jp2,,,,,,,,,,
e43a88db-3572-2ff8-b916-754e8df1f1bc,,carnaval,Carnaval,Foto’s waarin mensen die verkleed zijn voor carnaval centraal staan. Heeft mogelijk overeenkomsten met het label 'historisch_toneelstuk',,,,NL-HlmNHA_1478_09232K00_34,,https://images.memorix.nl/ranh/thumb/500x500/5e540aa7-e1f9-a0d0-2cfe-388a75fb8b67.jpg,5e540aa7-e1f9-a0d0-2cfe-388a75fb8b67,NL-HlmNHA_1478_09232K00_34,a9b849a9-1ab8-4809-8beb-364b004f5cd5,132719,image/jp2,,,,,,,,,,
e80b1ae8-0312-380a-333e-f8de176c77c1,,garage_showroom,Garage showroom,Foto's van een werkplaats voor auto's / een overdekte autostalling / showroom,garage_showroom,Garage showroom,,NL-HlmNHA_1478_20137K00_03.jpg,,https://images.memorix.nl/ranh/thumb/500x500/f318c547-fc84-7c92-5744-c167e45ffa00.jpg,f318c547-fc84-7c92-5744-c167e45ffa00,NL-HlmNHA_1478_20137K00_03,a679be34-31b1-a24f-e534-6e9e4a480d67,179943,image/jp2,,,,,,,,,,
e85832cf-1e57-4bd7-a35e-f7e73f202354,,stemlokaal,Stemlokaal,Foto’s van een ruimte waar mensen stemmen en waarop eventueel een stembus te zien is,polling office,Polling office,,NL-HlmNHA_1478_12997K00_19,,https://images.memorix.nl/ranh/thumb/500x500/f2836008-9986-0d2c-916c-c1d64037edf4.jpg,f2836008-9986-0d2c-916c-c1d64037edf4,NL-HlmNHA_1478_12997K00_19,a9b849a9-1ab8-4809-8beb-364b004f5cd5,131916,image/jp2,,,,,,,,,,
e89b0b76-7bc1-060b-46c5-39d412802d32,,vlag_hijsen,Vlag hijsen,Foto's waarbij een vlag aan een vlaggenmast omhoog gehesen wordt,flag,Flag,raising of a flag,NL-HlmNHA_1478_05004_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/03f774e1-dabc-9563-11c1-751ff48fd343.jpg,03f774e1-dabc-9563-11c1-751ff48fd343,NL-HlmNHA_1478_05004_G,d9f01cd4-6f2a-7421-900d-280b58c7eed6,90473,image/jp2,,,,,,,,,,
e9228b5a-8ee7-012e-a672-39c0c4e5b414,,waterpolo,Waterpolo,Foto's van mensen die waterpolo spelen,waterpolo,Waterpolo,Pictures of people playing waterpolo,NL-HlmNHA_1478_24652K00_31,,https://images.memorix.nl/ranh/thumb/500x500/9d2294bd-e7ad-e0c6-65c7-bd5fbdb94834.jpg,9d2294bd-e7ad-e0c6-65c7-bd5fbdb94834,NL-HlmNHA_1478_24652K00_31,cf7c9118-0768-e274-c1de-da002b36c430,94748,image/jp2,,,,,,,,,,
ea81c655-a3aa-a8ee-b6dc-bac32fa65f5a,,huisje,Huisje,"Kleine huisjes zoals strandhuisjes, woonwagens, houten hutjes",shed,Shed,"Wooden buildings, beach houses, living trailers",NL-HlmNHA_1478_04425_G.jpg,,https://images.memorix.nl/ranh/thumb/500x500/460b0f06-fdb9-8c6a-5394-32a97706968c.jpg,460b0f06-fdb9-8c6a-5394-32a97706968c,NL-HlmNHA_1478_04425_G,e1d8a510-8174-0ba6-0486-a56552b07de6,89992,image/jp2,,,,,,,,,,
eb2b3fd4-a99b-1309-bf51-8cb79555f3e4,,wielrennen,Wielrennen,"Foto's waarin professionele / sportieve fietsers op of met een racefiets centraal staan. Let op: alledaagse, recreatieve fietsers krijgen het label 'fietsend_mensen'",road_biking,Road biking,Professional cyclists,NL-HlmNHA_1478_6002.jpg,,https://images.memorix.nl/ranh/thumb/500x500/6da06d6f-0f6a-13f5-d1d2-191c3bb95066.jpg,6da06d6f-0f6a-13f5-d1d2-191c3bb95066,NL-HlmNHA_1478_6002,aa0231ce-f5ab-43c5-c078-e2859c37203c,39703,image/jp2,,,,,,,,,,
ef389419-1bbc-a948-aa25-16df3f5ddf1b,,golf,Golf,Foto’s waarin mensen die golfen centraal staan,golf,Golf,,NL-HlmNHA_1478_29523K00_29,,https://images.memorix.nl/ranh/thumb/500x500/cab3fa43-8063-a9e3-2f10-582816433649.jpg,cab3fa43-8063-a9e3-2f10-582816433649,NL-HlmNHA_1478_29523K00_29,a9b849a9-1ab8-4809-8beb-364b004f5cd5,132890,image/jp2,,,,,,,,,,
ef89f068-ad28-5095-0edd-ca77be88e074,,bloementuin,Bloementuin,Een tuin met bloemen / bloemen in de volle grond. Heeft mogelijk overeenkomsten met het label 'bloemen',flower_garden,Flower garden,A garden filled with flowers,NL-HlmNHA_1478_3750,,https://images.memorix.nl/ranh/thumb/500x500/578b603d-ea4b-661c-b749-60f53bb6c1d7.jpg,578b603d-ea4b-661c-b749-60f53bb6c1d7,NL-HlmNHA_1478_3750,e875b635-7c18-73f8-c54b-ff9e8ea90b62,75746,image/jp2,,,,,,,,,,
efe13355-3612-9157-fe75-85d00b97e208,,handbal,Handbal,Foto's waarop mensen aan het handballen zijn,hand_ball,Hand ball,people playing hand ball,NL-HlmNHA_1478_26858K00_31,,https://images.memorix.nl/ranh/thumb/500x500/35fdae08-1ea7-0eb2-f5c1-c0dfcd679942.jpg,35fdae08-1ea7-0eb2-f5c1-c0dfcd679942,NL-HlmNHA_1478_26858K00_31,6f11bab8-fdf7-eecf-ec42-87b2efb23be4,101227,image/jp2,,,,,,,,,,
f0881540-bb3e-3755-dbac-735be0b40890,,buiten,Buiten,Foto's die in de open lucht zijn genomen,,,,NL-HlmNHA_1478_51592K00_26,,https://images.memorix.nl/ranh/thumb/500x500/30bbbc7d-be28-a9df-e9f2-9e0f42a64309.jpg,30bbbc7d-be28-a9df-e9f2-9e0f42a64309,NL-HlmNHA_1478_51592K00_26,a9b849a9-1ab8-4809-8beb-364b004f5cd5,144478,image/jp2,,,,,,,,,,
f36ab77c-57b7-7b27-fcf0-c4425ee4ddc6,,vliegtuig,Vliegtuig,Foto’s waarin een of meerdere vliegtuigen centraal staan,airplane,Airplane,,NL-HlmNHA_1478_12158K00_28,,https://images.memorix.nl/ranh/thumb/500x500/760e1e53-c569-e927-c286-015db67c4565.jpg,760e1e53-c569-e927-c286-015db67c4565,NL-HlmNHA_1478_12158K00_28,a9b849a9-1ab8-4809-8beb-364b004f5cd5,129865,image/jp2,,,,,,,,,,
f4f08a49-64fe-3e88-1350-1341528c6b94,,etende_mensen,Etende mensen,Foto's waarin etende mensen centraal staan. Heeft mogelijk overeenkomsten met het label 'café',dining_area,Dining area,"Area where people eat, both in restaurants and houses",NL-HlmNHA_1478_01583_G,,https://images.memorix.nl/ranh/thumb/500x500/ed2208c5-e195-a594-7745-b340c8144f6a.jpg,ed2208c5-e195-a594-7745-b340c8144f6a,NL-HlmNHA_1478_01583_G,4883f05d-7cfe-49af-1add-5f462007b815,91959,image/jp2,,,,,,,,,,
f6876290-a31d-be25-9f48-714bd581b8cb,,haven,Haven,"Foto's waarin een havenlandschap centraal staat / ligplaats voor boten, schepen en/of ander vaartuigen. Heeft mogelijk overeenkomsten met 'boten', 'mensen_op_een_boot', 'scheepswerf'",harbor,Harbor,"Ships docked at a harbor, focus is not ships, but context of the harbor. ",NL-HlmNHA_1478_02804_G,,https://images.memorix.nl/ranh/thumb/500x500/70446887-168e-9c58-e120-6ca44198e8ec.jpg,70446887-168e-9c58-e120-6ca44198e8ec,NL-HlmNHA_1478_02804_G,3c194ee3-93fd-ff74-ef10-004450fdf11e,91457,image/jp2,,,,,,,,,,
f6be45a0-f9b1-b8fb-4ece-1751cabe0550,,spoorweg,Spoorweg,"Foto’s waarin een spoorweg en/of de treinbaan centraal staat. Heeft mogelijk overeenkomsten met de labels ‘trein’, 'trein_ongeluk' en ‘trein_station’",railroad,Railroad,,NL-HlmNHA_1478_13667K00_26,,https://images.memorix.nl/ranh/thumb/500x500/52a80930-8ca8-31a6-52a4-de3928452510.jpg,52a80930-8ca8-31a6-52a4-de3928452510,NL-HlmNHA_1478_13667K00_26,a9b849a9-1ab8-4809-8beb-364b004f5cd5,132414,image/jp2,,,,,,,,,,
f8c85b25-dcf2-b36d-56ce-c3258c3ec853,,cricket,Cricket,Mensen die cricket spelen,cricket,Cricket,,NL-HlmNHA_1478_00018K01_18,,https://images.memorix.nl/ranh/thumb/500x500/30a5bf27-fb0f-dceb-198f-ebc2362e560f.jpg,30a5bf27-fb0f-dceb-198f-ebc2362e560f,NL-HlmNHA_1478_00018K01_18,7be8150f-670c-4734-7254-377ea9404966,178829,image/jp2,,,,,,,,,,
f98728e0-b7a0-5cd8-328e-b529fb4b1989,,slagerij,Slagerij,Binnen- en/of buitenkant van een slagerij / vleeshouwerij waarbij vlees wordt bereid / verkocht / uitgestald en/of bewerkt,butcher_shop,Butcher shop,"Butcher shop from inside, or people preparing meat.",NL-HlmNHA_1478_5842.jpg,,https://images.memorix.nl/ranh/thumb/500x500/b6637fb4-84be-bd10-8094-af30193de5e3.jpg,b6637fb4-84be-bd10-8094-af30193de5e3,NL-HlmNHA_1478_5842,a62f9d5d-710b-e052-595e-8819cdeeecb5,39933,image/jp2,,,,,,,,,,
faa411ec-382f-26ad-ec27-5f8767bfb692,,kade,Kade,Foto's van een kade met of zonder mensen. Heeft mogelijk overeenkomsten met het label 'haven',dock,Dock,pictures of the boardwalk/dock (with or without people),NL-HlmNHA_1478_5863.jpg,,https://images.memorix.nl/ranh/thumb/500x500/a1870225-9444-f4ff-bdfa-8755110f981e.jpg,a1870225-9444-f4ff-bdfa-8755110f981e,NL-HlmNHA_1478_5863,e651d428-4f85-6efa-c1ef-b86d8b305eb0,73388,image/jp2,,,,,,,,,,
